"","WKT","nombre","nombre_ev","clasificac","patio_de_j","apadrinada","observacio","fuente_geo","fuente_ins","ubicacion","decreto","fecha_decr","ordenanza_","fecha_orde","boletin_of","fecha_bole","BARRIO","COMUNA","Fech_padri","Vig_padri","Alc_conven","nom_mapa","id_ev_pub","area","perimeter","DGEV_Padri","Mant_2017","TAREAS","ESTADO","SUP_TOTAL","Canil","Posta_aero"
"38","MULTIPOLYGON (((-58.3806584049282 -34.6227833983394,-58.3806584955062 -34.6227827672496,-58.3806707061392 -34.622715242341,-58.3806789433969 -34.6226632230322,-58.3806797591289 -34.6226570022384,-58.3806826564626 -34.6226379795021,-58.3806879123616 -34.6225989418586,-58.380698697917 -34.6225168995212,-58.3807033192272 -34.6224828204908,-58.380708755463 -34.6224433321446,-58.3806758323526 -34.6224423182031,-58.3806527130835 -34.6224427534773,-58.3806229360553 -34.6224441760759,-58.3806006256837 -34.6224453331996,-58.3805923490621 -34.6224459587796,-58.3805595121772 -34.6224487317689,-58.3805380099906 -34.6224513320555,-58.3805140780873 -34.6224548323451,-58.3804885259863 -34.6224593233463,-58.3804723306079 -34.6224625583483,-58.3804631529951 -34.6224646259424,-58.3804650386136 -34.6224681436245,-58.3804565798518 -34.6224710231822,-58.3804582858239 -34.6224742702502,-58.3803862064982 -34.6224986561816,-58.3803827911753 -34.6224955882879,-58.3803656921237 -34.6225029702275,-58.3803615596423 -34.6224973772465,-58.3803603897615 -34.6224978272788,-58.3803425708766 -34.622505389058,-58.3803259199096 -34.6225144844178,-58.3803104370382 -34.6225249330301,-58.38027757952 -34.6225485339018,-58.3802541721584 -34.6225673624397,-58.3802302223704 -34.6225888955378,-58.3802260803491 -34.6225929501346,-58.3802105913836 -34.6226095299079,-58.3802057281007 -34.6226152069751,-58.3801997838197 -34.6226224161056,-58.3801941092294 -34.6226298057469,-58.3801889749138 -34.6226366547671,-58.3801863625097 -34.6226403497397,-58.3801799662101 -34.6226498126729,-58.3801767226798 -34.6226549498484,-58.3801712263027 -34.6226640527324,-58.3801662698435 -34.6226729756527,-58.380157167158 -34.6226901908903,-58.3801482420609 -34.6227097505211,-58.3801408464935 -34.6227290406933,-58.3801357935514 -34.6227445455467,-58.3801294722805 -34.6227690659792,-58.3801293817878 -34.6227696069042,-58.380352918378 -34.6227760695153,-58.3804656317673 -34.6227787603181,-58.3805910285521 -34.622782000541,-58.3806584049282 -34.6227833983394)))","","SIN NOMBRE","PLAZOLETA","NO","","ESPACIOS VERDES","USIG","USIG","DISTRIBUIDOR 9 DE JULIO, AV. - AU 25 DE MAYO","","","","","","","CONSTITUCION",1,"","","","",476,1479.948,100,"","","","",NA,"",""
"39","MULTIPOLYGON (((-58.3808960800641 -34.6224076626478,-58.3809000414438 -34.6223126320418,-58.3808350945316 -34.6223109655143,-58.3808338419551 -34.6223956290318,-58.3808960800641 -34.6224076626478)))","","SIN NOMBRE","PLAZOLETA","NO","","ESPACIOS VERDES","USIG","USIG","DISTRIBUIDOR 9 DE JULIO, AV. - AU 25 DE MAYO","","","","","","","CONSTITUCION",1,"","","","",477,58.308,0,"","","","",NA,"",""
"40","MULTIPOLYGON (((-58.3805786299668 -34.6238620711961,-58.3806028875567 -34.6238023085513,-58.3806138905766 -34.6237737338525,-58.3806230899917 -34.6237496661574,-58.3806270585271 -34.6237391195968,-58.3806334627599 -34.6237216320187,-58.3806399572142 -34.6237038740078,-58.3806623295928 -34.6236400526848,-58.3806697275164 -34.6236183280475,-58.3806742388915 -34.6236046260974,-58.380680194025 -34.6235864168995,-58.3806934586172 -34.6235449502085,-58.3807090720279 -34.6234933866853,-58.3807140365477 -34.623476258792,-58.3807193616939 -34.6234583196615,-58.3807286591581 -34.623425956901,-58.3807412978982 -34.6233805225508,-58.3807576403916 -34.6233193119221,-58.3807785921314 -34.623236284608,-58.3807906063411 -34.6231855301338,-58.3808185270545 -34.623059408919,-58.3807593362903 -34.6230582872008,-58.3807486672726 -34.6231132803023,-58.3807471305536 -34.6231208530773,-58.3807455935684 -34.6231286963453,-58.380744147072 -34.6231359986878,-58.3807421586156 -34.6231455547754,-58.3807347477207 -34.623180533573,-58.3807249894166 -34.6232241665722,-58.3807175822318 -34.6232553584672,-58.3807127051117 -34.6232751011868,-58.380710989181 -34.6232819525257,-58.380687241849 -34.6233719206046,-58.3806692760642 -34.6234371875284,-58.3806564579821 -34.6234819905994,-58.3806419290925 -34.6235284154765,-58.380632544466 -34.6235578929114,-58.3806201840357 -34.623594671657,-58.3806121549761 -34.6236178384965,-58.3805973601607 -34.6236602057918,-58.3805863554626 -34.6236904936114,-58.3805754410697 -34.6237204208332,-58.3805625429746 -34.6237550352651,-58.3805436928024 -34.6238047031357,-58.3805195257497 -34.6238638346792,-58.3805604575521 -34.6238629606045,-58.3805786299668 -34.6238620711961)))","","SIN NOMBRE","PLAZOLETA","NO","","ESPACIOS VERDES","USIG","USIG","DISTRIBUIDOR 9 DE JULIO, AV. - AU 25 DE MAYO","","","","","","","CONSTITUCION",1,"","","","",478,468.476,0,"","","","",NA,"",""
"41","MULTIPOLYGON (((-58.3808304543266 -34.6224559467315,-58.3808257894128 -34.6225344767787,-58.3808174053565 -34.6226444716974,-58.3808114936895 -34.6227101073983,-58.3808056616065 -34.622786292384,-58.3808595448987 -34.6227872301902,-58.3808668024339 -34.6227251118015,-58.3808706988108 -34.6226963519779,-58.3808752296614 -34.6226627237032,-58.3808792134229 -34.6226365787047,-58.380883471034 -34.6226063764925,-58.3808854727347 -34.6225832957532,-58.3808885749739 -34.6225387566288,-58.3808894074127 -34.6225154947763,-58.380889876043 -34.6224962900769,-58.3808899052429 -34.6224665358498,-58.3808560878668 -34.6224601114942,-58.3808304543266 -34.6224559467315)))","","SIN NOMBRE","PLAZOLETA","NO","","ESPACIOS VERDES","USIG","USIG","DISTRIBUIDOR 9 DE JULIO, AV. - AU 25 DE MAYO","","","","","","","CONSTITUCION",1,"","","","",479,198.942,10,"","","","",NA,"",""
"42","MULTIPOLYGON (((-58.3812668812816 -34.6222899586743,-58.3811821657232 -34.6222912716104,-58.381342690469 -34.6226164213824,-58.3813697128992 -34.6226723413185,-58.3813513810501 -34.6223998291461,-58.3812668812816 -34.6222899586743)))","","SIN NOMBRE","PLAZOLETA","NO","","ESPACIOS VERDES","USIG","USIG","DISTRIBUIDOR 9 DE JULIO, AV. - AU 25 DE MAYO","","","","","","","CONSTITUCION",1,"","","","",480,271.38,10,"","","","",NA,"",""
"43","MULTIPOLYGON (((-58.3809483327392 -34.6079051699222,-58.3809458133412 -34.6079472484255,-58.3809282565162 -34.6079465533674,-58.3809127154689 -34.608203921625,-58.381022915886 -34.6082082493492,-58.3810409857234 -34.6079088377347,-58.3809483327392 -34.6079051699222)),((-58.3807788527068 -34.6082195926095,-58.3808583465591 -34.6082225891764,-58.3808647527231 -34.6081172384017,-58.380842631131 -34.6081163545725,-58.3808557135311 -34.607901532711,-58.3807961282478 -34.6078991929331,-58.3807788527068 -34.6082195926095)),((-58.3818859460356 -34.6075169865926,-58.3818700015662 -34.6077752678856,-58.3818213224911 -34.6077732966257,-58.3818187671299 -34.6078146936347,-58.3818674451388 -34.6078166648949,-58.3818593338504 -34.6079480554413,-58.3818106470438 -34.6079460832706,-58.3818027571959 -34.6080738745013,-58.3818514451671 -34.6080758466759,-58.3818420533856 -34.6082279713241,-58.381921665581 -34.6082311957225,-58.3819547747815 -34.6075197743149,-58.3818859460356 -34.6075169865926)),((-58.3817264898876 -34.6075105284128,-58.381682595882 -34.6082215130857,-58.3817668086981 -34.6082249241416,-58.3817761053307 -34.6080743697473,-58.3817539717331 -34.6080735004984,-58.3817754050823 -34.607726327216,-58.3818240917598 -34.6077282994007,-58.3818266471157 -34.607686902391,-58.3818000906601 -34.6076858264929,-58.3818069237897 -34.6075751349004,-58.3818334813013 -34.6075762098962,-58.38183725948 -34.6075150144327,-58.3817264898876 -34.6075105284128)),((-58.3809908763044 -34.6077593866808,-58.3809903915782 -34.6077725934461,-58.3809616312843 -34.6077706716974,-58.380924530142 -34.6077681926071,-58.3809237497991 -34.6077681404647,-58.3809301682278 -34.6076478557349,-58.3809376964173 -34.6075067730509,-58.3809382052553 -34.6074972371107,-58.3809285104832 -34.60750123923,-58.3808763860317 -34.607499089265,-58.380874866969 -34.6075033468741,-58.3808755334633 -34.6075033676637,-58.38086385316 -34.6077661896487,-58.380866911055 -34.6077662818643,-58.3808663591146 -34.6077788143737,-58.380846800637 -34.6077788899738,-58.3808458229332 -34.6077859128005,-58.3808462054073 -34.6077859238581,-58.3808449180991 -34.6078145953376,-58.3808445911313 -34.6078145769071,-58.3808443271429 -34.6078236459098,-58.3810171565604 -34.6078284935969,-58.3810215138009 -34.6077717953361,-58.3810101815383 -34.6077715172555,-58.3810246646342 -34.6074967056948,-58.38101099118 -34.6074962353699,-58.3810079135391 -34.6074961173713,-58.3810055768464 -34.6074960202572,-58.3810009548396 -34.6075087214306,-58.3809999778737 -34.6075114061111,-58.3809992660773 -34.6075307997081,-58.3809908763044 -34.6077593866808)))","Pcia. de Neuquén","PCIA. DE NEUQUEN","CANTERO CENTRAL","","","DIGITALIZACION 2009","USIG","USIG","","","","","","","","SAN NICOLAS",1,"","","","Pcia. de Neuquén",484,2051.91,715.874,"","","","",NA,"",""
"44","MULTIPOLYGON (((-58.3819509345926 -34.6063730505613,-58.3819464661963 -34.6064401184759,-58.3819221276686 -34.6064390539883,-58.3819163725986 -34.6065254299312,-58.3819407100612 -34.6065264944193,-58.3819349572196 -34.6066128343057,-58.3818663754166 -34.6066097203813,-58.3818606092292 -34.606696245951,-58.3819291988343 -34.6066992571195,-58.381914811119 -34.6069151861483,-58.3818904724531 -34.6069141216541,-58.3818817811074 -34.6070445662251,-58.3818596367082 -34.6070438736709,-58.3818535152559 -34.607129074781,-58.3819730125594 -34.6071338765564,-58.3820119175526 -34.606375718283,-58.3819509345926 -34.6063730505613)),((-58.3817949276501 -34.6063680307507,-58.3817446284542 -34.6071229367811,-58.3818275221997 -34.6071261990833,-58.381847431898 -34.6068274159168,-58.3818253052672 -34.6068264484284,-58.3818428119494 -34.6065637213243,-58.3818914890761 -34.6065658503264,-58.3818941265583 -34.6065262616539,-58.3818675760054 -34.6065251001375,-58.381877799581 -34.606371656285,-58.3817949276501 -34.6063680307507)),((-58.3810287201103 -34.606555088669,-58.3810111889387 -34.6068602437939,-58.380989054546 -34.6068594104634,-58.3809777988003 -34.6070553357772,-58.3810892102625 -34.607059453315,-58.3811127984554 -34.6066886583532,-58.3811360221364 -34.6063236016988,-58.3810200862476 -34.6063193171128,-58.3810068408894 -34.6065542807529,-58.3810287201103 -34.606555088669)),((-58.3808809814609 -34.6063141763118,-58.3808359839063 -34.6071098215942,-58.3808991123258 -34.6071121991718,-58.3809239345236 -34.6066801584245,-58.3809726294267 -34.6066819930337,-58.3809725262705 -34.6066837931437,-58.3809946606244 -34.6066846183641,-58.3809996251766 -34.6065982112893,-58.3809774908535 -34.6065973779568,-58.3809773876975 -34.6065991780668,-58.380950826075 -34.6065981768002,-58.3809534126305 -34.6065531614352,-58.3809578388276 -34.6065533392803,-58.3809676637302 -34.6063823306466,-58.3809411032661 -34.6063813302801,-58.3809447569253 -34.6063165334895,-58.3808809814609 -34.6063141763118)))","Pcia. de Rio Negro","PCIA. DE RIO NEGRO","CANTERO CENTRAL","","","DIGITALIZACION 2009","USIG","USIG","","","","","","","","SAN NICOLAS",1,"","","","Pcia. de Rio Negro",485,2677.153,9800,"","","","",NA,"",""
"45","MULTIPOLYGON (((-58.3819822196386 -34.6059284287898,-58.3820298989285 -34.6059301606276,-58.3820479031954 -34.605601134373,-58.3820009606797 -34.6055993995883,-58.3819822196386 -34.6059284287898)),((-58.38183959545 -34.6055934369887,-58.3818195005517 -34.6059440827441,-58.3819543572797 -34.6059491281915,-58.3819567101258 -34.6059084503835,-58.3819080145493 -34.6059066287869,-58.3819180292857 -34.6057311373123,-58.3819445928726 -34.6057320887904,-58.3819468586475 -34.6056923835792,-58.3819202972886 -34.6056913960455,-58.3819257050169 -34.6055966184224,-58.38183959545 -34.6055934369887)),((-58.3810155255975 -34.6054633662061,-58.381012803973 -34.60551166995,-58.3809475399601 -34.6055092770811,-58.3809492656989 -34.6054782190575,-58.3809448515354 -34.6054780574461,-58.3809429129625 -34.6055126958541,-58.3810170478843 -34.6055153542798,-58.3810199495803 -34.6054635197086,-58.3810155255975 -34.6054633662061)),((-58.3809454086233 -34.6054680635332,-58.3809498128868 -34.6054683143807,-58.3809502245626 -34.6054609652009,-58.3809458169415 -34.6054608035939,-58.3809454086233 -34.6054680635332)),((-58.381015722099 -34.6054597596687,-58.3811430297467 -34.6054643240957,-58.3811441820105 -34.605443243746,-58.3810169061111 -34.6054385774785,-58.381015722099 -34.6054597596687)),((-58.3820512940847 -34.6052376202325,-58.3820359697389 -34.6055095201369,-58.38189765718 -34.6055038874555,-58.3819048653355 -34.6053759992588,-58.3818960108546 -34.6053756715804,-58.3818881969948 -34.605514323493,-58.3820442086063 -34.6055207620565,-58.3820601463511 -34.6052379686313,-58.3820512940847 -34.6052376202325)))","Pcia. de Salta","PCIA. DE SALTA","CANTERO CENTRAL","","","DIGITALIZACION 2009","USIG","USIG","","","","","","","","SAN NICOLAS",1,"","","","Pcia. de Salta",486,585.08,40,"","","","",NA,"",""
"46","MULTIPOLYGON (((-58.3811509922848 -34.6048670556312,-58.3811620841229 -34.6048670882844,-58.3811730215938 -34.604865551423,-58.3811834721343 -34.6048624926012,-58.3811931173091 -34.6048580053564,-58.3812016658979 -34.6048522247106,-58.3812088571663 -34.6048453271725,-58.3812140906616 -34.604838166007,-58.3812153564147 -34.6048359222618,-58.3812172067293 -34.6048312359992,-58.3812172788693 -34.6048310458431,-58.3812215940392 -34.6048186737292,-58.3812281378433 -34.604792667892,-58.3812290401125 -34.6047875266693,-58.3812313246262 -34.6047680263988,-58.3812318525027 -34.6047499483322,-58.3812316414604 -34.6047427799246,-58.381230674881 -34.604730048214,-58.3812278130804 -34.604711056526,-58.3812249081494 -34.6046982739417,-58.3812245768702 -34.6046970080959,-58.3812198148295 -34.6046813630944,-58.381215520764 -34.6046699047018,-58.3812090024795 -34.6046552852694,-58.3812066794031 -34.6046506467002,-58.3811966035098 -34.6046329284376,-58.3811843549631 -34.6046150680976,-58.3811825638686 -34.6046127069258,-58.3811707762795 -34.6045984066869,-58.3811570736209 -34.6045858954309,-58.381146572537 -34.6045760095095,-58.3811459037704 -34.6045753708415,-58.3811337844736 -34.6045636016265,-58.3811217744686 -34.6045515593463,-58.3811069757083 -34.6045361672445,-58.3810984733536 -34.6045270308523,-58.3810818308725 -34.6045084797628,-58.3810805730846 -34.6045070411214,-58.3810594311333 -34.6044819822133,-58.381047724578 -34.6044673565959,-58.3810314446194 -34.6044460175818,-58.3810289549121 -34.6044423335246,-58.3810287131703 -34.604442042197,-58.3810265751391 -34.6044399440117,-58.3810240214102 -34.6044381799831,-58.3810211282436 -34.6044368060517,-58.3810179839067 -34.6044358628413,-58.3810146843107 -34.6044353783608,-58.3810113297389 -34.6044353689035,-58.3810080226721 -34.6044358336363,-58.3810048612432 -34.604436758202,-58.381001944688 -34.6044381156238,-58.3809993591737 -34.604439864493,-58.3809971843385 -34.6044419507765,-58.3809954856571 -34.6044443114172,-58.3809952322849 -34.6044447637714,-58.3809937461252 -34.6044494214286,-58.3809934527636 -34.6044606486927,-58.3809929691471 -34.6044679933185,-58.3809893029522 -34.6045401467902,-58.3809866940171 -34.6045947390758,-58.3809833031667 -34.6046517899709,-58.3809831588763 -34.6046655350619,-58.3809890343891 -34.6047019103785,-58.3809936828203 -34.6047155180539,-58.3809940185902 -34.6047166477856,-58.3809964824142 -34.6047222771378,-58.3809994304404 -34.6047266438939,-58.3810310894209 -34.604768738992,-58.3810826364159 -34.6048250604223,-58.3811116992473 -34.6048519806908,-58.3811201220313 -34.6048577925104,-58.3811296886045 -34.6048623358638,-58.3811400829554 -34.6048654554914,-58.3811509922848 -34.6048670556312)))","Paquita Bernardo","PAQUITA BERNARDO","PLAZOLETA","NO","","DIGITALIZACION 2009","USIG","USIG","","","","","","","","SAN NICOLAS",1,"","","","Plzta. Paquita Bernardo",488,687.743,50,"","","","",NA,"",""
"47","MULTIPOLYGON (((-58.3684523875707 -34.6227774371163,-58.3695590286591 -34.6228506885048,-58.3695113030443 -34.6228089663991,-58.3692353056244 -34.6227912033882,-58.3691689996837 -34.6227516608927,-58.3684205667513 -34.6227532787262,-58.3684523875707 -34.6227774371163)),((-58.3688028908425 -34.6221434276729,-58.3688014313338 -34.6221613692607,-58.3687905472445 -34.622160819896,-58.3687889977766 -34.6221787614143,-58.3688014312322 -34.622161459425,-58.3688165078242 -34.6221934793834,-58.3688829821237 -34.6221965059498,-58.3688777684658 -34.6222730514962,-58.3687906952292 -34.6222690172627,-58.3687556410261 -34.6222434737531,-58.3687527606978 -34.6222450043292,-58.3687498802679 -34.6222466250696,-58.3687470000411 -34.6222480654814,-58.3687440298579 -34.6222495058237,-58.3687410597763 -34.6222508560017,-58.3687379997382 -34.6222522061104,-58.368734849947 -34.6222533758211,-58.3687317901121 -34.622254545601,-58.3687286404224 -34.6222556251472,-58.3687254007763 -34.622256704624,-58.3687221612318 -34.6222576939365,-58.3687189217888 -34.6222585930845,-58.3687156824475 -34.6222594020682,-58.3687123531498 -34.6222602109825,-58.3687090240553 -34.6222608395681,-58.3687056949608 -34.6222614681536,-58.3687023659679 -34.6222620065747,-58.3686989470186 -34.6222625449264,-58.3686955282727 -34.6222629029495,-58.3686921095267 -34.6222632609724,-58.3686886908824 -34.6222635288309,-58.3686852723398 -34.622263706525,-58.3686818537971 -34.6222638842191,-58.3686784354578 -34.6222638815844,-58.3686750171185 -34.6222638789497,-58.3686715988809 -34.6222637861505,-58.368668180745 -34.622263603187,-58.3686647626091 -34.6222634202234,-58.3686613446767 -34.622263056931,-58.3686579267443 -34.6222626936386,-58.3686545988699 -34.6222622402511,-58.368651181141 -34.6222616966299,-58.3686478533685 -34.622261153078,-58.3686443458868 -34.6222604290586,-58.3686411982304 -34.6222597053166,-58.3686379607195 -34.6222588913409,-58.3686346332523 -34.6222580772957,-58.368631395945 -34.6222570829912,-58.3686282485941 -34.6222560887559,-58.3686250113887 -34.6222550042869,-58.368621954096 -34.6222539199566,-58.3686188070505 -34.6222526552282,-58.3686157499614 -34.6222513905692,-58.3686126929742 -34.6222500357457,-58.3686097259434 -34.6222486809916,-58.3686067590145 -34.6222472360731,-58.3686038821437 -34.6222457010596,-58.368601095331 -34.6222440759511,-58.3685983085185 -34.6222424508426,-58.3685955218078 -34.6222407355697,-58.3685928250535 -34.6222390203662,-58.3685902183574 -34.6222372150676,-58.3685876117633 -34.6222353196048,-58.3685850951254 -34.6222334242113,-58.3685826685458 -34.6222314387228,-58.368580242068 -34.62222936307,-58.3685779055467 -34.6222272874865,-58.3685756589817 -34.6222252119724,-58.3685734125187 -34.622223046294,-58.3685692796215 -34.6222185348861,-58.3685653267391 -34.6222139334525,-58.368563440407 -34.6222114975587,-58.3685616440313 -34.6222090617342,-58.3685599376119 -34.6222066259792,-58.3685583212507 -34.6222041001292,-58.3685567948458 -34.6222015743486,-58.3685553583972 -34.6221990486375,-58.3685539220505 -34.622196432762,-58.368552575762 -34.6221937267917,-58.3685523069116 -34.6221928249404,-58.368551500666 -34.6221898488937,-58.3685506044641 -34.6221868727775,-58.36854952835 -34.6221838965225,-58.3685484521341 -34.6221810104318,-58.3685472860639 -34.6221780341073,-58.3685460299357 -34.6221751478777,-58.3685446838515 -34.6221722615787,-58.3685433376654 -34.6221694654439,-58.3685418115671 -34.6221666691702,-58.3685401955127 -34.6221638728272,-58.3685385793566 -34.6221611666483,-58.3685367833901 -34.6221583701663,-58.36853498722 -34.6221557540128,-58.3685331011956 -34.6221530476256,-58.3685311250115 -34.6221505214975,-58.3685291489294 -34.622147905205,-58.3685269928332 -34.622145378938,-58.3685248366353 -34.6221429428352,-58.3685225905832 -34.6221404164986,-58.3685202543714 -34.6221380704211,-58.3685179181597 -34.6221357243436,-58.3685154020358 -34.6221333781271,-58.3685128858102 -34.6221311220748,-58.3685103694829 -34.6221289561869,-58.3685049770039 -34.6221246241329,-58.3685021906048 -34.6221226383649,-58.3684994042058 -34.6221206525969,-58.3684965278507 -34.6221186667594,-58.368493651394 -34.6221167710861,-58.3684905949232 -34.622114965438,-58.3684876284086 -34.6221131598594,-58.36848448188 -34.6221114443061,-58.3684814252058 -34.6221098189864,-58.3684781886195 -34.6221081935277,-58.3684749519313 -34.6221066582332,-58.3684717151414 -34.622105213103,-58.3684683882935 -34.6221038580674,-58.3684650614457 -34.6221025030318,-58.36846164454 -34.6221012380909,-58.3684583175905 -34.6220999732194,-58.3684548105251 -34.6220988885373,-58.3684513034597 -34.6220978038552,-58.3684486603786 -34.6221281872087,-58.3684508144333 -34.6221325167631,-58.3684530585462 -34.6221367562227,-58.3684553026593 -34.6221409956822,-58.3684577266851 -34.6221452352808,-58.368460150813 -34.6221493847149,-58.3684627548535 -34.622153534288,-58.3684653589961 -34.6221575936967,-58.3684680529934 -34.6221617433392,-58.3684708370489 -34.6221658028868,-58.3684736212067 -34.62216977227,-58.3684765852771 -34.6221737417921,-58.3684795493478 -34.6221777113142,-58.3684826034769 -34.6221815907414,-58.3684857475625 -34.6221854702379,-58.3684889817065 -34.6221892596395,-58.368492305807 -34.6221930491106,-58.3684956300097 -34.6221967484173,-58.3684990441689 -34.6222004477933,-58.3685025483866 -34.6222040570743,-58.3685061425608 -34.6222076664248,-58.3685097368371 -34.6222111856108,-58.3685134210701 -34.6222147048662,-58.3685171952595 -34.6222182241909,-58.3685210596093 -34.6222215632564,-58.3685249238575 -34.622224992486,-58.368528878266 -34.6222282414564,-58.3685329226311 -34.622231490496,-58.3685369669965 -34.6222347395356,-58.3685411014203 -34.6222378984801,-58.3685425394985 -34.6222389815627,-58.368856502339 -34.6223054041491,-58.369010213105 -34.6223274322447,-58.3691467533113 -34.6223396190625,-58.3693252160651 -34.6223493132219,-58.3695039560886 -34.6223524253326,-58.3695205029254 -34.6223570363562,-58.3696764873235 -34.6223571554057,-58.3696764041081 -34.622351114329,-58.3694489172986 -34.622339399601,-58.3691076411142 -34.6223228184865,-58.3691073795458 -34.622315424807,-58.3690173388085 -34.6223103966503,-58.3690214516894 -34.6222526946078,-58.3689493106012 -34.6222492129399,-58.3689545251044 -34.6221718559114,-58.3688405564887 -34.6221665387404,-58.3688505284864 -34.6220184063378,-58.3687417514276 -34.6220141318929,-58.3688401081163 -34.6220853904547,-58.3687931914209 -34.6221293545635,-58.3687920068572 -34.622142788144,-58.3688028908425 -34.6221434276729)))","Pza. Beatriz Guido","BEATRIZ GUIDO","PLAZA","NO","","Redigitalizado - Asignación de nombre oficial por USIG en Diciembre de 2015 según Ley correspondiente","ESPACIOS VERDES","E.V.","PASEO COLON, AV. - COCHABAMBA - SAN JUAN AV","Decreto Nº 2795","24/12/2003","LEY N° 1.195","27/11/2003","1847","29/12/2003","SAN TELMO",1,"","","","Pza. Beatriz Guido",499,987.932,554.079,"","","","",NA,"",""
"48","MULTIPOLYGON (((-58.3813132814338 -34.6166103036964,-58.3813084694985 -34.6166113976668,-58.3813061462089 -34.6166122190022,-58.381303158013 -34.6166144113698,-58.3813005005296 -34.6166177011385,-58.3812981748298 -34.6166209911286,-58.3812971757294 -34.6166248305941,-58.3812941141564 -34.6167021797849,-58.3812883401859 -34.6168390492118,-58.3812835711937 -34.616966044681,-58.381276799151 -34.6171056563866,-58.3812729045932 -34.6171865708515,-58.3812674901999 -34.6172949138134,-58.3812634283909 -34.6173771996394,-58.3812610619456 -34.6174221824597,-58.3812610579269 -34.6174262968838,-58.3812623815921 -34.617429863604,-58.3812647003505 -34.6174337052836,-58.3812680155418 -34.6174364504477,-58.3812719943075 -34.6174391960547,-58.3812799550538 -34.617441395729,-58.3814013901855 -34.6174403795351,-58.3814066995806 -34.6174395601879,-58.3814116787931 -34.6174370948497,-58.3814146667483 -34.6174351767748,-58.3814183198818 -34.6174316133723,-58.3814206469365 -34.6174269519057,-58.3814213137191 -34.6174236608085,-58.3814235248798 -34.6173677060767,-58.3814264188609 -34.6172920025501,-58.3814296435535 -34.6172173964234,-58.3814328717156 -34.6171392244612,-58.3814360974655 -34.6170635211526,-58.3814389922261 -34.616986994737,-58.3814450918641 -34.6168561600163,-58.3814515267414 -34.6167217596787,-58.3814562553736 -34.6166359084444,-58.3814562583135 -34.6166328911997,-58.3814552659019 -34.616629873292,-58.3814546058088 -34.6166263070154,-58.3814532816136 -34.6166232888868,-58.3814516248328 -34.6166210934221,-58.3814489737699 -34.6166178001146,-58.3814463211034 -34.6166161525769,-58.3814430048696 -34.6166145045972,-58.3814406831852 -34.6166136801653,-58.3814373664168 -34.6166125807754,-58.3813132814338 -34.6166103036964)))","","","CANTERO CENTRAL","","","no incluidos en el nomenclador de espacios verdes","USIG","USIG 2","LIMA - CHILE - INDEPENDENCIA, AV. - 9 DE JULIO, AV. (ESTE PASEO EST  INCLUIDO EN CANTERO CENTRAL PROVINCIA DEL CHACO)","","","","","","","MONSERRAT",1,"","","","",535,1330.605,0,"","","","",NA,"",""
"49","MULTIPOLYGON (((-58.3695752247971 -34.6174997409493,-58.3696500922464 -34.6173134281603,-58.3696495575717 -34.61730891953,-58.3696484833927 -34.6173042301592,-58.369646779356 -34.6172997206369,-58.3696444455622 -34.6172953007987,-58.3696416617122 -34.6172911511104,-58.3696382480046 -34.6172871812705,-58.3696345639414 -34.6172836620465,-58.3696302499201 -34.6172804128352,-58.3696255756928 -34.6172775240067,-58.3696206310093 -34.6172751759584,-58.3696154160706 -34.6172731883614,-58.3696099307761 -34.6172716513802,-58.3696042650766 -34.6172705650833,-58.3695988685252 -34.6172701101428,-58.3695927511585 -34.6172707366252,-58.369587442947 -34.6172717243828,-58.3695822239815 -34.6172733433594,-58.3695772744658 -34.6172753231993,-58.3695725942991 -34.6172777540668,-58.3695682735329 -34.6172805458664,-58.3695643121673 -34.617283698598,-58.3695607102022 -34.6172872122616,-58.3695576476402 -34.6172909968303,-58.3695551244815 -34.6172950523042,-58.3695530508757 -34.6172992884501,-58.3695515168747 -34.6173036151724,-58.3695693791803 -34.6174986545135,-58.3695752247971 -34.6174997409493)))","Dr. César M. Polledo","POLLEDO, CESAR MANUEL, Dr.","PLAZOLETA","NO","NO","","ESPACIOS VERDES","E.V.","PASEO COLON, AV. - INDEPENDENCIA, AV. - GIUFFRA, JOSE M., DR.","1.849","12/04/1998","43.394","27/12/1988","18.510","12/04/1989","SAN TELMO",1,"","","","Plzta. Dr. César M. Polledo",564,131.586,10,"","","","",NA,"",""
"50","MULTIPOLYGON (((-58.3823711450874 -34.6246920555573,-58.382370786555 -34.6246907028559,-58.3823701577112 -34.6246898007983,-58.382369078899 -34.6246890787731,-58.3823679097802 -34.6246887173457,-58.3822183110118 -34.6246855531471,-58.3822411386517 -34.6247082896229,-58.3822609958301 -34.624732917587,-58.3822663858005 -34.6247407654398,-58.3823206570757 -34.6247138420723,-58.3823682632728 -34.6246952995762,-58.3823694331737 -34.6246948495249,-58.3823703334584 -34.624694128803,-58.3823709641268 -34.6246931374104,-58.3823711450874 -34.6246920555573)))","","","PLAZOLETA","","","","USIG","USIG 2","LIMA Y CONSTITICION","","","","","","","CONSTITUCION",1,"","","","",578,42.512,0,"","","","",NA,"",""
