"","WKT","id","codigo","nomoficial","alt_izqini","alt_izqfin","alt_derini","alt_derfin","nomanter","nom_mapa","tipo_c","long","sentido","cod_sent","observa","bicisenda","lado_ciclo","recorrid_x","ciclo_obse","tooltip_bi","red_jerarq","red_tp","ffcc","tipo_ffcc","comuna","com_par","com_impar","barrio","barrio_par","barrio_imp"
"1216","LINESTRING (-58.3660674308447 -34.6405125338608,-58.3659211645728 -34.6414323543523)",20497,9015,"IRALA",1302,1400,1301,1399,"","IRALA","CALLE",102.92,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1217","LINESTRING (-58.3610746735165 -34.6409488772373,-58.3623453147086 -34.6416172651018)",20558,1137,"QUINQUELA MARTIN, BENITO",702,800,701,799,"AUSTRALIA","BENITO QUINQUELA MARTIN","CALLE",138.1,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1218","LINESTRING (-58.3659211645728 -34.6414323543523,-58.3662046780749 -34.6414798343124,-58.3673560228924 -34.6416780006694)",20569,19060,"ROCHA",1102,1200,1101,1199,"","ROCHA","CALLE",134.35,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1219","LINESTRING (-58.3674886789186 -34.6407990836226,-58.3673560228924 -34.6416780006694)",20570,8010,"HERNANDARIAS",1302,1400,1301,1399,"","HERNANDARIAS","CALLE",98.26,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1220","LINESTRING (-58.3602082177571 -34.6412858971259,-58.3610350970226 -34.6417455407023)",20594,1051,"PALACIOS, ALFREDO L.",602,700,601,699,"ALVARADO","ALFREDO L. PALACIOS","CALLE",91.37,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1221","LINESTRING (-58.3673560228924 -34.6416780006694,-58.3686839736855 -34.6419065752368,-58.3689702175874 -34.6419535579233)",20646,19060,"ROCHA",1202,1300,1201,1299,"","ROCHA","CALLE",151.13,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1222","LINESTRING (-58.3673560228924 -34.6416780006694,-58.3672227628775 -34.6425610015059,-58.3671988681114 -34.6427403503137)",20890,8010,"HERNANDARIAS",1402,1500,1401,1499,"","HERNANDARIAS","CALLE",118.73,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1223","LINESTRING (-58.3671988681114 -34.6427403503137,-58.3685791568418 -34.6428910088601,-58.3688266546662 -34.6429199334654)",20940,1137,"QUINQUELA MARTIN, BENITO",1202,1300,1201,1299,"AUSTRALIA","BENITO QUINQUELA MARTIN","CALLE",150.57,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1224","LINESTRING (-58.3580654409307 -34.6425639363932,-58.3597716086967 -34.643418783736)",21075,1164,"CALIFORNIA",602,700,601,699,"","CALIFORNIA","CALLE",182.93,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1225","LINESTRING (-58.3580654409307 -34.6425639363932,-58.3579964205273 -34.6429024006167,-58.3579016489437 -34.6431873914063,-58.3578135025442 -34.6434212606808,-58.3577700916009 -34.6435197450161)",21111,13072,"DON PEDRO DE MENDOZA AV.",2402,2500,2401,2499,"","AV.DON PEDRO DE MENDOZA","AVENIDA",109.67,"CRECIENTE",1,"","Ciclovías","","","Construcción Octubre 2017","Ciclovía","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1226","LINESTRING (-58.3657616913534 -34.6424947003208,-58.3657341256337 -34.6426773557903,-58.365637682388 -34.6433208048321,-58.3656031633923 -34.6435467648774)",21126,9015,"IRALA",1502,1600,1501,1599,"","IRALA","CALLE",117.61,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1227","LINESTRING (-58.3656031633923 -34.6435467648774,-58.3670740611889 -34.6436791325768)",21177,1051,"PALACIOS, ALFREDO L.",1102,1200,1101,1199,"ALVARADO","ALFREDO L. PALACIOS","CALLE",135.66,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1228","LINESTRING (-58.3671988681114 -34.6427403503137,-58.3670740611889 -34.6436791325768)",21178,8010,"HERNANDARIAS",1502,1600,1501,1599,"","HERNANDARIAS","CALLE",104.77,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1229","LINESTRING (-58.3597716086967 -34.643418783736,-58.3609927543989 -34.6440306641083)",21261,1164,"CALIFORNIA",702,800,701,799,"","CALIFORNIA","CALLE",130.93,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1230","LINESTRING (-58.3577700916009 -34.6435197450161,-58.3577343981715 -34.6436469686322,-58.3576438694038 -34.6440116817807,-58.3576582575869 -34.6441557094353,-58.3578317302873 -34.6447054412383,-58.3578868402834 -34.6447894331851,-58.3579448077611 -34.6448375118105,-58.3580028908735 -34.6448615762421,-58.358554069907 -34.6450349395404)",21612,13072,"DON PEDRO DE MENDOZA AV.",2502,2700,2501,2699,"","AV.DON PEDRO DE MENDOZA","AVENIDA",213.01,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1231","LINESTRING (-58.3654655138877 -34.6444486333709,-58.3654321959948 -34.6446668477502,-58.3653358445512 -34.6453007188746)",21678,9015,"IRALA",1702,1800,1701,1799,"","IRALA","CALLE",95.27,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1232","LINESTRING (-58.3669471774635 -34.6445692505774,-58.3668178149078 -34.6454636621588)",21726,8010,"HERNANDARIAS",1702,1800,1701,1799,"","HERNANDARIAS","CALLE",99.93,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1233","LINESTRING (-58.358554069907 -34.6450349395404,-58.3587389590651 -34.6451171410784,-58.3589288262535 -34.6452390652038,-58.3591383195423 -34.6453393859167,-58.3600200965161 -34.6458092943219)",21840,13072,"DON PEDRO DE MENDOZA AV.",2702,2800,2701,2799,"","AV.DON PEDRO DE MENDOZA","AVENIDA",159.69,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1234","LINESTRING (-58.3653358445512 -34.6453007188746,-58.3652520292521 -34.6458524162235,-58.3652104691205 -34.6461222439652)",21935,9015,"IRALA",1802,1900,1801,1899,"","IRALA","CALLE",91.86,"CRECIENTE",1,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1235","LINESTRING (-58.3652104691205 -34.6461222439652,-58.3664619151451 -34.6462466253559,-58.3667010762482 -34.6462713926862)",21959,3116,"CERRI, DANIEL, Gral.",1102,1200,1101,1199,"PRESIDENTE","GRAL. DANIEL CERRI","CALLE",137.66,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1236","LINESTRING (-58.3668178149078 -34.6454636621588,-58.3667010762482 -34.6462713926862)",21960,8010,"HERNANDARIAS",1802,1900,1801,1899,"","HERNANDARIAS","CALLE",90.24,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1237","LINESTRING (-58.3600200965161 -34.6458092943219,-58.3611471260427 -34.6466939120902)",22109,13072,"DON PEDRO DE MENDOZA AV.",2802,2900,2801,2899,"","AV.DON PEDRO DE MENDOZA","AVENIDA",142.51,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","SI","","",4,4,4,"BOCA","BOCA","BOCA"
"1238","LINESTRING (-58.3665047894914 -34.6476287821622,-58.3664273038046 -34.648164639953)",22502,8010,"HERNANDARIAS",2002,2030,2001,2029,"","HERNANDARIAS","CALLE",59.87,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1239","LINESTRING (-58.3664273038046 -34.648164639953,-58.3653293308404 -34.6487375696324)",22637,8010,"HERNANDARIAS",2032,2100,2031,2099,"","HERNANDARIAS","CALLE",119.05,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1240","LINESTRING (-58.3852800898676 -34.601581866654,-58.3852832835593 -34.6015363750576,-58.385356038083 -34.6005094342649)",9453,21009,"TALCAHUANO",602,700,601,699,"","TALCAHUANO","CALLE",119.18,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1241","LINESTRING (-58.3622745509809 -34.6446728643882,-58.3630194361903 -34.6450460172365,-58.3631330922163 -34.6450585051048)",21614,1164,"CALIFORNIA",902,950,901,949,"","CALIFORNIA","CALLE",90.37,"DECRECIENTE",-1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","SI","Paso a Nivel",4,4,4,"BOCA","BOCA","BOCA"
"1242","LINESTRING (-58.3838016271764 -34.6026293082132,-58.3838200895693 -34.6024703742285,-58.3838838276249 -34.6014515273245)",9727,12106,"LIBERTAD",502,600,501,599,"","LIBERTAD","CALLE",130.89,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1243","LINESTRING (-58.3681900519719 -34.6028320847722,-58.3684037151168 -34.6028516176121,-58.3690151549627 -34.602907585385)",9827,3174,"CORRIENTES AV.",2,100,1,99,"TRIUNVIRATO (parcial)","AV. CORRIENTES","AVENIDA",76.15,"DECRECIENTE",-1,"","Ciclovías","","","Construcción Año 2010","Ciclovía","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1244","LINESTRING (-58.3566258480908 -34.6364429158265,-58.3571793821357 -34.6366612879826,-58.357718952972 -34.6368740821047,-58.357911923133 -34.6369517849023)",19123,1163,"ARAOZ DE LAMADRID, GREGORIO, GRAL.",302,400,301,399,"LAMADRID","GRAL. GREGORIO ARAOZ DE LAMADRID","CALLE",130.74,"CRECIENTE",1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1245","LINESTRING (-58.3618245197438 -34.6393859692576,-58.3619342111744 -34.6394290890119,-58.3633059657973 -34.6399633245393)",19919,13010,"MAGALLANES",802,900,801,899,"","MAGALLANES","CALLE",150.18,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","SI","Paso a Nivel",4,4,4,"BOCA","BOCA","BOCA"
"1246","LINESTRING (-58.3570779455599 -34.6356280918133,-58.357568374832 -34.6358199985635,-58.3576439107402 -34.6358496417551,-58.3583950136846 -34.6361452927769)",18890,16012,"OLAVARRIA",302,400,301,399,"","OLAVARRIA","CALLE",133.7,"DECRECIENTE",-1,"","-","","","","","VÍA LOCAL","","","",4,4,4,"BOCA","BOCA","BOCA"
"1247","LINESTRING (-58.3650942569266 -34.5982393592768,-58.3643362085053 -34.5981744056618,-58.3641450427308 -34.5981466750243)",8603,7135,"GRIERSON, CECILIA",0,0,301,399,"","CECILIA GRIERSON","CALLE",87.7136399329266,"CRECIENTE",1,"Separación de ejes pares e impares en Septiembre 2018. Antes figuraba sentido Doble","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1248","LINESTRING (-58.3638662427303 -34.5981353987204,-58.3637805490125 -34.5982235696488,-58.3637501009602 -34.5982612214452,-58.3637215607792 -34.5983414810758)",8626,4046,"DE LOS ITALIANOS AV.",52,70,51,69,"","AV. DE LOS ITALIANOS","AVENIDA",26.85,"CRECIENTE",1,"Alturas cargadas por USIG en Abril de 2017 en base a Callejero de Planeamiento - MDU","-","","","","","VÍA LOCAL","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1249","LINESTRING (-58.3707995157889 -34.5995150273956,-58.3709740994631 -34.5988365415513,-58.3710673489229 -34.5985576181109,-58.3711699968507 -34.5983945627439)",8909,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",129.449606164817,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1250","LINESTRING (-58.3640373643853 -34.5989610106674,-58.3639205970876 -34.5999389586142)",9036,30061,"MANSO JUANA",102,200,101,199,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",109.014525881364,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1251","LINESTRING (-58.3639205970876 -34.5999389586142,-58.3638711186543 -34.6004169091472)",9146,30061,"MANSO JUANA",202,250,201,249,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",46.4997917060526,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1252","LINESTRING (-58.3705109061535 -34.6006532057048,-58.3707995157889 -34.5995150273956)",9196,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",129.010635055873,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1253","LINESTRING (-58.3673691422987 -34.6016293822218,-58.3672426628504 -34.6027454258725)",9796,30060,"MOREAU DE JUSTO, ALICIA AV.",252,350,251,349,"","AV.ALICIA MOREAU DE JUSTO","AVENIDA",124.35,"DECRECIENTE",-1,"Antes Doble Sentido de Circulación: Modificación desde el 24/01/2018 por Obras del Paseo del Bajo - Asignación de Sentido Único hacia el Norte (Decreciente)","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1254","LINESTRING (-58.3636771001131 -34.6019838233052,-58.3635443215254 -34.6031978170354)",9930,30061,"MANSO JUANA",402,500,401,499,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",135.23,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1255","LINESTRING (-58.3701599071232 -34.6041917226271,-58.3701669930192 -34.6041003182693,-58.3702676903265 -34.603006224301)",10169,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",131.886157295095,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1256","LINESTRING (-58.3630592254141 -34.6003543514796,-58.3615406953038 -34.6046361831453)",30343,4046,"DE LOS ITALIANOS AV.",252,700,251,699,"","AV. DE LOS ITALIANOS","AVENIDA",495.01229799429,"DOBLE",2,"Alturas cargadas por USIG en Abril de 2017 en base a Callejero de Planeamiento - MDU","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","SI","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1257","LINESTRING (-58.3633838304606 -34.6047912297106,-58.3621580412025 -34.6046881181292)",29020,7115,"GUEMES, MACACHA",402,520,0,0,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",113.02,"DECRECIENTE",-1,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1258","LINESTRING (-58.3633083762984 -34.6052125119018,-58.3621145075143 -34.6051162880262)",29019,7115,"GUEMES, MACACHA",0,0,401,519,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",110.03,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1259","LINESTRING (-58.3679254851759 -34.6051733204175,-58.3688539190165 -34.6052517197804)",10440,3050,"PERON, JUAN DOMINGO, TTE. GENERAL",2,100,1,99,"CANGALLO","TTE.GENERAL JUAN DOMINGO PERON","CALLE",85.61,"DOBLE",2,"","-","","","Construcción Año 2010 de Ciclovías - Se puso Interrumpica por Obras en Enero de 2018 por las Obras del Paseo del Bajo pero luego se sacó y pusieron otros ejes","","VÍA LOCAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1260","LINESTRING (-58.3643716207015 -34.6052823150355,-58.3641186908115 -34.6052778925047)",10457,7115,"GUEMES, MACACHA",0,0,251,299,"CANGALLO-PERON, J","MACACHA GUEMES","BOULEVARD",23.21,"CRECIENTE",1,"no corresponde número 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1261","LINESTRING (-58.3688539190165 -34.6052517197804,-58.369851157538 -34.6053313061997)",10469,3050,"PERON, JUAN DOMINGO, TTE. GENERAL",102,200,101,199,"CANGALLO","TTE.GENERAL JUAN DOMINGO PERON","CALLE",91.9000756232763,"DOBLE",2,"","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA LOCAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1262","LINESTRING (-58.3699085882131 -34.6063848715372,-58.3699779208661 -34.6061535128867,-58.370057689775 -34.6053477878397)",10760,1037,"ALEM, LEANDRO N. AV.",0,0,0,0,"PASEO DE JULIO","AV.LEANDRO N.ALEM","AVENIDA",116.125073194036,"DOBLE",2,"Ejes intermedios y laterales de la Av Leandro N Alem generados y divididos en Abril de 2015. Se repartieron alturas pares e impares. Se restringió el tránsito vehicular y de bicicletas por utilización de carriles Metrobus del Bajo (Junio 2017)","-","","","","","VÍA DISTRIBUIDORA PRINCIPAL","","","",1,1,1,"SAN NICOLAS","SAN NICOLAS","SAN NICOLAS"
"1263","LINESTRING (-58.3631557963916 -34.6065232502361,-58.3629768314551 -34.6080978432512)",11138,30061,"MANSO JUANA",802,900,801,899,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",175.45,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1264","LINESTRING (-58.3629768314551 -34.6080978432512,-58.3628246325438 -34.6094370319385)",11493,30061,"MANSO JUANA",902,1000,901,999,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",149.22,"DOBLE",2,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1265","LINESTRING (-58.3625454807716 -34.6116522536414,-58.3618853348305 -34.6116050159284)",12114,23484,"VILLAFLOR, AZUCENA",402,500,0,0,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",60.78,"DECRECIENTE",-1,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1266","LINESTRING (-58.3597925234572 -34.6119349481607,-58.3592539611264 -34.6118911842555,-58.3589723525568 -34.6117662942594)",12198,23484,"VILLAFLOR, AZUCENA",0,0,621,699,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",78.95,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1267","LINESTRING (-58.3623415107663 -34.6121218094575,-58.3615002947655 -34.6120583631416)",12243,23484,"VILLAFLOR, AZUCENA",0,0,401,499,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",77.48,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1268","LINESTRING (-58.3625352708558 -34.612136406451,-58.3623415107663 -34.6121218094575)",12244,23484,"VILLAFLOR, AZUCENA",0,0,0,0,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",17.85,"CRECIENTE",1,"no corresponde número 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1269","LINESTRING (-58.3633344148002 -34.6121966421101,-58.3625352708558 -34.612136406451)",12253,23484,"VILLAFLOR, AZUCENA",0,0,301,399,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",73.6,"CRECIENTE",1,"corrección númeración 28-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1270","LINESTRING (-58.366294836312 -34.6121119205533,-58.3659520134555 -34.6121116491765,-58.365597010477 -34.6120929103006)",12300,23484,"VILLAFLOR, AZUCENA",52,100,51,99,"MONSERRAT-BELGRANO, AV.","AZUCENA VILLAFLOR","BOULEVARD",64.068752372904,"DOBLE",2,"corrección númeración 28-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1271","LINESTRING (-58.3622015367719 -34.6134800209062,-58.3620606595735 -34.6148066110214)",12966,30061,"MANSO JUANA",1402,1500,0,0,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",147.73,"DECRECIENTE",-1,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1272","LINESTRING (-58.3623875505521 -34.6134931328224,-58.3622431841782 -34.6148195089917)",12975,30061,"MANSO JUANA",0,0,1401,1499,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",147.74,"CRECIENTE",1,"corrección numeración 29-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1273","LINESTRING (-58.3622431841782 -34.6148195089917,-58.3620782861503 -34.6161445296176)",13367,30061,"MANSO JUANA",0,0,1501,1599,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",147.77,"CRECIENTE",1,"corrección numeración 29-1","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1274","LINESTRING (-58.3602926194946 -34.6160184559465,-58.3598441367458 -34.6173267544067)",13691,12573,"LANTERI JULIETA",1602,1700,1601,1699,"","JULIETA LANTERI","CALLE",150.85,"DOBLE",2,"corrección numeración 29-1","-","","","","","VÍA LOCAL","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1275","LINESTRING (-58.361742490383 -34.6174829992897,-58.3609036095128 -34.6174165930276)",13736,23485,"VERA PEÑALOZA,  ROSARIO",402,500,0,0,"","ROSARIO VERA PEÑALOZA","BOULEVARD",77.29,"DECRECIENTE",-1,"corrección númeración 28-1","Ciclovías","","","","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1276","LINESTRING (-58.3618959290339 -34.6161316315399,-58.361742490383 -34.6174829992897)",13737,30061,"MANSO JUANA",1602,1700,0,0,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",150.57,"DECRECIENTE",-1,"corrección numeración 29-1","Ciclovías Proyectadas","","","","Ciclovía proyectada","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1277","LINESTRING (-58.3619374543469 -34.617498443314,-58.361742490383 -34.6174829992897)",13741,23485,"VERA PEÑALOZA,  ROSARIO",0,0,0,0,"","ROSARIO VERA PEÑALOZA","BOULEVARD",17.96,"DECRECIENTE",-1,"no corresponde calle y núm","Ciclovías","","","","Ciclovía","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1278","LINESTRING (-58.3620782861503 -34.6161445296176,-58.3619374543469 -34.617498443314)",13742,30061,"MANSO JUANA",0,0,1601,1699,"PERITO MORENO CALLE PORTUARIA","JUANA MANSO","CALLE",150.75,"CRECIENTE",1,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
"1279","LINESTRING (-58.3568495995014 -34.6163552227053,-58.3568022057645 -34.6165683120925,-58.3568746911697 -34.6167953648468,-58.3569169293744 -34.6169448972558)",13756,1155,"ACHAVAL RODRIGUEZ, T., DR. AV.",1402,1500,1401,1499,"AV. COSTANERA 9 DE JULIO","AV. DR.T. ACHAVAL RODRIGUEZ","AVENIDA",67.12,"DOBLE",2,"","-","","","","","VÍA DISTRIBUIDORA COMPLEMENTARIA","","","",1,1,1,"PUERTO MADERO","PUERTO MADERO","PUERTO MADERO"
